Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00      13/13          boost::shared_ptr<Dodge::Renderer::Model> const& std::forward<boost::shared_ptr<Dodge::Renderer::Model> const&>(std::remove_reference<boost::shared_ptr<Dodge::Renderer::Model> const&>::type&) [193]
                0.00    0.00      13/13          std::_Vector_base<boost::shared_ptr<Dodge::Renderer::Model>, std::allocator<boost::shared_ptr<Dodge::Renderer::Model> > >::_M_deallocate(boost::shared_ptr<Dodge::Renderer::Model>*, unsigned int) [191]
-----------------------------------------------
                0.00    0.01      26/26          boost::shared_ptr<Dodge::Renderer::Model>* std::uninitialized_copy<std::move_iterator<boost::shared_ptr<Dodge::Renderer::Model>*>, boost::shared_ptr<Dodge::Renderer::Model>*>(std::move_iterator<boost::shared_ptr<Dodge::Renderer::Model>*>, std::move_iterator<boost::shared_ptr<Dodge::Renderer::Model>*>, boost::shared_ptr<Dodge::Renderer::Model>*) [41]
[40]     0.5    0.00    0.01      26         boost::shared_ptr<Dodge::Renderer::Model>* std::__uninitialized_copy<false>::__uninit_copy<std::move_iterator<boost::shared_ptr<Dodge::Renderer::Model>*>, boost::shared_ptr<Dodge::Renderer::Model>*>(std::move_iterator<boost::shared_ptr<Dodge::Renderer::Model>*>, std::move_iterator<boost::shared_ptr<Dodge::Renderer::Model>*>, boost::shared_ptr<Dodge::Renderer::Model>*) [40]
                0.00    0.00    4095/4095        void std::_Construct<boost::shared_ptr<Dodge::Renderer::Model>, boost::shared_ptr<Dodge::Renderer::Model> >(boost::shared_ptr<Dodge::Renderer::Model>*, boost::shared_ptr<Dodge::Renderer::Model>&&) [47]
                0.00    0.00    4095/1569912     boost::shared_ptr<Dodge::Renderer::Model>* std::__addressof<boost::shared_ptr<Dodge::Renderer::Model> >(boost::shared_ptr<Dodge::Renderer::Model>&) [44]
                0.00    0.00    4121/4121        bool std::operator!=<boost::shared_ptr<Dodge::Renderer::Model>*>(std::move_iterator<boost::shared_ptr<Dodge::Renderer::Model>*> const&, std::move_iterator<boost::shared_ptr<Dodge::Renderer::Model>*> const&) [113]
                0.00    0.00    4095/4095        std::move_iterator<boost::shared_ptr<Dodge::Renderer::Model>*>::operator*() const [115]
                0.00    0.00    4095/4095        std::move_iterator<boost::shared_ptr<Dodge::Renderer::Model>*>::operator++() [116]
-----------------------------------------------
                0.00    0.01      26/26          boost::shared_ptr<Dodge::Renderer::Model>* std::__uninitialized_copy_a<std::move_iterator<boost::shared_ptr<Dodge::Renderer::Model>*>, boost::shared_ptr<Dodge::Renderer::Model>*, boost::shared_ptr<Dodge::Renderer::Model> >(std::move_iterator<boost::shared_ptr<Dodge::Renderer::Model>*>, std::move_iterator<boost::shared_ptr<Dodge::Renderer::Model>*>, boost::shared_ptr<Dodge::Renderer::Model>*, std::allocator<boost::shared_ptr<Dodge::Renderer::Model> >&) [42]
[41]     0.5    0.00    0.01      26         boost::shared_ptr<Dodge::Renderer::Model>* std::uninitialized_copy<std::move_iterator<boost::shared_ptr<Dodge::Renderer::Model>*>, boost::shared_ptr<Dodge::Renderer::Model>*>(std::move_iterator<boost::shared_ptr<Dodge::Renderer::Model>*>, std::move_iterator<boost::shared_ptr<Dodge::Renderer::Model>*>, boost::shared_ptr<Dodge::Renderer::Model>*) [41]
                0.00    0.01      26/26          boost::shared_ptr<Dodge::Renderer::Model>* std::__uninitialized_copy<false>::__uninit_copy<std::move_iterator<boost::shared_ptr<Dodge::Renderer::Model>*>, boost::shared_ptr<Dodge::Renderer::Model>*>(std::move_iterator<boost::shared_ptr<Dodge::Renderer::Model>*>, std::move_iterator<boost::shared_ptr<Dodge::Renderer::Model>*>, boost::shared_ptr<Dodge::Renderer::Model>*) [40]
-----------------------------------------------
                0.00    0.01      26/26          boost::shared_ptr<Dodge::Renderer::Model>* std::__uninitialized_move_a<boost::shared_ptr<Dodge::Renderer::Model>*, boost::shared_ptr<Dodge::Renderer::Model>*, std::allocator<boost::shared_ptr<Dodge::Renderer::Model> > >(boost::shared_ptr<Dodge::Renderer::Model>*, boost::shared_ptr<Dodge::Renderer::Model>*, boost::shared_ptr<Dodge::Renderer::Model>*, std::allocator<boost::shared_ptr<Dodge::Renderer::Model> >&) [43]
[42]     0.5    0.00    0.01      26         boost::shared_ptr<Dodge::Renderer::Model>* std::__uninitialized_copy_a<std::move_iterator<boost::shared_ptr<Dodge::Renderer::Model>*>, boost::shared_ptr<Dodge::Renderer::Model>*, boost::shared_ptr<Dodge::Renderer::Model> >(std::move_iterator<boost::shared_ptr<Dodge::Renderer::Model>*>, std::move_iterator<boost::shared_ptr<Dodge::Renderer::Model>*>, boost::shared_ptr<Dodge::Renderer::Model>*, std::allocator<boost::shared_ptr<Dodge::Renderer::Model> >&) [42]
                0.00    0.01      26/26          boost::shared_ptr<Dodge::Renderer::Model>* std::uninitialized_copy<std::move_iterator<boost::shared_ptr<Dodge::Renderer::Model>*>, boost::shared_ptr<Dodge::Renderer::Model>*>(std::move_iterator<boost::shared_ptr<Dodge::Renderer::Model>*>, std::move_iterator<boost::shared_ptr<Dodge::Renderer::Model>*>, boost::shared_ptr<Dodge::Renderer::Model>*) [41]
-----------------------------------------------
                0.00    0.01      26/26          void std::vector<boost::shared_ptr<Dodge::Renderer::Model>, std::allocator<boost::shared_ptr<Dodge::Renderer::Model> > >::_M_insert_aux<boost::shared_ptr<Dodge::Renderer::Model> const&>(__gnu_cxx::__normal_iterator<boost::shared_ptr<Dodge::Renderer::Model>*, std::vector<boost::shared_ptr<Dodge::Renderer::Model>, std::allocator<boost::shared_ptr<Dodge::Renderer::Model> > > >, boost::shared_ptr<Dodge::Renderer::Model> const&) [39]
[43]     0.5    0.00    0.01      26         boost::shared_ptr<Dodge::Renderer::Model>* std::__uninitialized_move_a<boost::shared_ptr<Dodge::Renderer::Model>*, boost::shared_ptr<Dodge::Renderer::Model>*, std::allocator<boost::shared_ptr<Dodge::Renderer::Model> > >(boost::shared_ptr<Dodge::Renderer::Model>*, boost::shared_ptr<Dodge::Renderer::Model>*, boost::shared_ptr<Dodge::Renderer::Model>*, std::allocator<boost::shared_ptr<Dodge::Renderer::Model> >&) [43]
                0.00    0.01      26/26          boost::shared_ptr<Dodge::Renderer::Model>* std::__uninitialized_copy_a<std::move_iterator<boost::shared_ptr<Dodge::Renderer::Model>*>, boost::shared_ptr<Dodge::Renderer::Model>*, boost::shared_ptr<Dodge::Renderer::Model> >(std::move_iterator<boost::shared_ptr<Dodge::Renderer::Model>*>, std::move_iterator<boost::shared_ptr<Dodge::Renderer::Model>*>, boost::shared_ptr<Dodge::Renderer::Model>*, std::allocator<boost::shared_ptr<Dodge::Renderer::Model> >&) [42]
                0.00    0.00      52/52          std::move_iterator<boost::shared_ptr<Dodge::Renderer::Model>*> std::make_move_iterator<boost::shared_ptr<Dodge::Renderer::Model>*>(boost::shared_ptr<Dodge::Renderer::Model>* const&) [140]
-----------------------------------------------
                0.00    0.00    4095/1569912     boost::shared_ptr<Dodge::Renderer::Model>* std::__uninitialized_copy<false>::__uninit_copy<std::move_iterator<boost::shared_ptr<Dodge::Renderer::Model>*>, boost::shared_ptr<Dodge::Renderer::Model>*>(std::move_iterator<boost::shared_ptr<Dodge::Renderer::Model>*>, std::move_iterator<boost::shared_ptr<Dodge::Renderer::Model>*>, boost::shared_ptr<Dodge::Renderer::Model>*) [40]
                0.00    0.00 1565817/1569912     void std::_Destroy_aux<false>::__destroy<boost::shared_ptr<Dodge::Renderer::Model>*>(boost::shared_ptr<Dodge::Renderer::Model>*, boost::shared_ptr<Dodge::Renderer::Model>*) [8]
[44]     0.5    0.01    0.00 1569912         boost::shared_ptr<Dodge::Renderer::Model>* std::__addressof<boost::shared_ptr<Dodge::Renderer::Model> >(boost::shared_ptr<Dodge::Renderer::Model>&) [44]
-----------------------------------------------
                0.00    0.00       1/4097        boost::shared_ptr<Dodge::Camera>::shared_ptr() [57]
                0.00    0.00       1/4097        boost::shared_ptr<Dodge::Camera>::shared_ptr(boost::shared_ptr<Dodge::Camera>&&) [56]
                0.00    0.00    4095/4097        boost::shared_ptr<Dodge::Renderer::Model>::shared_ptr(boost::shared_ptr<Dodge::Renderer::Model>&&) [46]
[45]     0.5    0.01    0.00    4097         boost::detail::shared_count::shared_count() [45]
-----------------------------------------------
                0.00    0.00    4095/4095        void std::_Construct<boost::shared_ptr<Dodge::Renderer::Model>, boost::shared_ptr<Dodge::Renderer::Model> >(boost::shared_ptr<Dodge::Renderer::Model>*, boost::shared_ptr<Dodge::Renderer::Model>&&) [47]
[46]     0.5    0.00    0.00    4095         boost::shared_ptr<Dodge::Renderer::Model>::shared_ptr(boost::shared_ptr<Dodge::Renderer::Model>&&) [46]
                0.00    0.00    4095/4097        boost::detail::shared_count::shared_count() [45]
                0.00    0.00    4095/4098        boost::detail::shared_count::swap(boost::detail::shared_count&) [114]
-----------------------------------------------
                0.00    0.00    4095/4095        boost::shared_ptr<Dodge::Renderer::Model>* std::__uninitialized_copy<false>::__uninit_copy<std::move_iterator<boost::shared_ptr<Dodge::Renderer::Model>*>, boost::shared_ptr<Dodge::Renderer::Model>*>(std::move_iterator<boost::shared_ptr<Dodge::Renderer::Model>*>, std::move_iterator<boost::shared_ptr<Dodge::Renderer::Model>*>, boost::shared_ptr<Dodge::Renderer::Model>*) [40]
[47]     0.5    0.00    0.00    4095         void std::_Construct<boost::shared_ptr<Dodge::Renderer::Model>, boost::shared_ptr<Dodge::Renderer::Model> >(boost::shared_ptr<Dodge::Renderer::Model>*, boost::shared_ptr<Dodge::Renderer::Model>&&) [47]
                0.00    0.00    4095/4095        boost::shared_ptr<Dodge::Renderer::Model>::shared_ptr(boost::shared_ptr<Dodge::Renderer::Model>&&) [46]
                0.00    0.00    4095/4095        boost::shared_ptr<Dodge::Renderer::Model>&& std::forward<boost::shared_ptr<Dodge::Renderer::Model> >(std::remove_reference<boost::shared_ptr<Dodge::Renderer::Model> >::type&) [118]
                0.00    0.00    4095/1565819     operator new(unsigned int, void*) [106]
-----------------------------------------------
                0.00    0.00    3111/3111        constructModels() <cycle 1> [50]
[49]     0.0    0.00    0.00    3111         Dodge::Renderer::bufferModel(boost::shared_ptr<Dodge::Renderer::Model>) [49]
                0.00    0.00   15555/15632775     boost::shared_ptr<Dodge::Renderer::Model>::operator->() const [19]
-----------------------------------------------
                                   8             void std::vector<boost::variant<Functor<void, NullType>, Functor<void, TypeList<int, NullType> >, Functor<void, TypeList<int, TypeList<int, NullType> > >, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_>, std::allocator<boost::variant<Functor<void, NullType>, Functor<void, TypeList<int, NullType> >, Functor<void, TypeList<int, TypeList<int, NullType> > >, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_> > >::_M_insert_aux<boost::variant<Functor<void, NullType>, Functor<void, TypeList<int, NullType> >, Functor<void, TypeList<int, TypeList<int, NullType> > >, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_> const&>(__gnu_cxx::__normal_iterator<boost::variant<Functor<void, NullType>, Functor<void, TypeList<int, NullType> >, Functor<void, TypeList<int, TypeList<int, NullType> > >, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_>*, std::vector<boost::variant<Functor<void, NullType>, Functor<void, TypeList<int, NullType> >, Functor<void, TypeList<int, TypeList<int, NullType> > >, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_>, std::allocator<boost::variant<Functor<void, NullType>, Functor<void, TypeList<int, NullType> >, Functor<void, TypeList<int, TypeList<int, NullType> > >, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_> > > >, boost::variant<Functor<void, NullType>, Functor<void, TypeList<int, NullType> >, Functor<void, TypeList<int, TypeList<int, NullType> > >, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_> const&) <cycle 1> [227]
[50]     0.0    0.00    0.00       8         constructModels() <cycle 1> [50]
                0.00    0.00    3111/3111        Dodge::Renderer::bufferModel(boost::shared_ptr<Dodge::Renderer::Model>) [49]
                0.00    0.00       4/4           std::map<Dodge::WinIO::winEvent_t, std::vector<boost::variant<Functor<void, NullType>, Functor<void, TypeList<int, NullType> >, Functor<void, TypeList<int, TypeList<int, NullType> > >, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_>, std::allocator<boost::variant<Functor<void, NullType>, Functor<void, TypeList<int, NullType> >, Functor<void, TypeList<int, TypeList<int, NullType> > >, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_> > >, std::less<Dodge::WinIO::winEvent_t>, std::allocator<std::pair<Dodge::WinIO::winEvent_t const, std::vector<boost::variant<Functor<void, NullType>, Functor<void, TypeList<int, NullType> >, Functor<void, TypeList<int, TypeList<int, NullType> > >, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_>, std::allocator<boost::variant<Functor<void, NullType>, Functor<void, TypeList<int, NullType> >, Functor<void, TypeList<int, TypeList<int, NullType> > >, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_> > > > > >::operator[](Dodge::WinIO::winEvent_t const&) [225]
                                   4             void std::vector<boost::variant<Functor<void, NullType>, Functor<void, TypeList<int, NullType> >, Functor<void, TypeList<int, TypeList<int, NullType> > >, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_>, std::allocator<boost::variant<Functor<void, NullType>, Functor<void, TypeList<int, NullType> >, Functor<void, TypeList<int, TypeList<int, NullType> > >, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_> > >::_M_insert_aux<boost::variant<Functor<void, NullType>, Functor<void, TypeList<int, NullType> >, Functor<void, TypeList<int, TypeList<int, NullType> > >, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_> const&>(__gnu_cxx::__normal_iterator<boost::variant<Functor<void, NullType>, Functor<void, TypeList<int, NullType> >, Functor<void, TypeList<int, TypeList<int, NullType> > >, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_>*, std::vector<boost::variant<Functor<void, NullType>, Functor<void, TypeList<int, NullType> >, Functor<void, TypeList<int, TypeList<int, NullType> > >, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_>, std::allocator<boost::variant<Functor<void, NullType>, Functor<void, TypeList<int, NullType> >, Functor<void, TypeList<int, TypeList<int, NullType> > >, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_> > > >, boost::variant<Functor<void, NullType>, Functor<void, TypeList<int, NullType> >, Functor<void, TypeList<int, TypeList<int, NullType> > >, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_> const&) <cycle 1> [227]
-----------------------------------------------
                0.00    0.00      13/515         void std::vector<boost::shared_ptr<Dodge::Renderer::Model>, std::allocator<boost::shared_ptr<Dodge::Renderer::Model> > >::_M_insert_aux<boost::shared_ptr<Dodge::Renderer::Model> const&>(__gnu_cxx::__normal_iterator<boost::shared_ptr<Dodge::Renderer::Model>*, std::vector<boost::shared_ptr<Dodge::Renderer::Model>, std::allocator<boost::shared_ptr<Dodge::Renderer::Model> > > >, boost::shared_ptr<Dodge::Renderer::Model> const&) [39]
                0.00    0.00     502/515         Dodge::Renderer::SceneGraph::begin() [52]
[51]     0.0    0.00    0.00     515         std::vector<boost::shared_ptr<Dodge::Renderer::Model>, std::allocator<boost::shared_ptr<Dodge::Renderer::Model> > >::begin() [51]
                0.00    0.00     515/1562752     __gnu_cxx::__normal_iterator<boost::shared_ptr<Dodge::Renderer::Model>*, std::vector<boost::shared_ptr<Dodge::Renderer::Model>, std::allocator<boost::shared_ptr<Dodge::Renderer::Model> > > >::__normal_iterator(boost::shared_ptr<Dodge::Renderer::Model>* const&) [24]
-----------------------------------------------
                0.00    0.00     502/502         Dodge::Renderer::render() [1]
[52]     0.0    0.00    0.00     502         Dodge::Renderer::SceneGraph::begin() [52]
                0.00    0.00     502/515         std::vector<boost::shared_ptr<Dodge::Renderer::Model>, std::allocator<boost::shared_ptr<Dodge::Renderer::Model> > >::begin() [51]
                0.00    0.00     502/1562726     Dodge::Renderer::SceneGraph::iterator::iterator(Dodge::Renderer::SceneGraph*, __gnu_cxx::__normal_iterator<boost::shared_ptr<Dodge::Renderer::Model>*, std::vector<boost::shared_ptr<Dodge::Renderer::Model>, std::allocator<boost::shared_ptr<Dodge::Renderer::Model> > > >) [107]
-----------------------------------------------
                0.00    0.00       1/1           Dodge::Graphics2d::init(int, int) [28]
[53]     0.0    0.00    0.00       1         boost::shared_ptr<Dodge::Camera>::operator=(boost::shared_ptr<Dodge::Camera>&&) [53]
                0.00    0.00       1/1           boost::shared_ptr<Dodge::Camera>::shared_ptr(boost::shared_ptr<Dodge::Camera>&&) [56]
                0.00    0.00       1/4           boost::shared_ptr<Dodge::Camera>::~shared_ptr() [59]
                0.00    0.00       1/2           boost::shared_ptr<Dodge::Camera>::swap(boost::shared_ptr<Dodge::Camera>&) [271]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [58]
[54]     0.0    0.00    0.00       1         _GLOBAL__sub_I__ZN5Dodge10Graphics2d6m_initE [54]
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [55]
-----------------------------------------------
                0.00    0.00       1/1           _GLOBAL__sub_I__ZN5Dodge10Graphics2d6m_initE [54]
[55]     0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [55]
                0.00    0.00       1/1           boost::shared_ptr<Dodge::Camera>::shared_ptr() [57]
                0.00    0.00       1/1           Dodge::RenderBrush::RenderBrush() [325]
                0.00    0.00       1/1           boost::shared_ptr<Dodge::RenderBrush>::shared_ptr<Dodge::RenderBrush>(Dodge::RenderBrush*) [328]
-----------------------------------------------
                0.00    0.00       1/1           boost::shared_ptr<Dodge::Camera>::operator=(boost::shared_ptr<Dodge::Camera>&&) [53]
[56]     0.0    0.00    0.00       1         boost::shared_ptr<Dodge::Camera>::shared_ptr(boost::shared_ptr<Dodge::Camera>&&) [56]
                0.00    0.00       1/4097        boost::detail::shared_count::shared_count() [45]
                0.00    0.00       1/4098        boost::detail::shared_count::swap(boost::detail::shared_count&) [114]
-----------------------------------------------
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [55]
[57]     0.0    0.00    0.00       1         boost::shared_ptr<Dodge::Camera>::shared_ptr() [57]
                0.00    0.00       1/4097        boost::detail::shared_count::shared_count() [45]
-----------------------------------------------
                                                 <spontaneous>
[58]     0.0    0.00    0.00                 __libc_csu_init [58]
                0.00    0.00       1/1           _GLOBAL__sub_I__ZN5Dodge10Graphics2d6m_initE [54]
                0.00    0.00       1/1           _GLOBAL__sub_I__ZN5Dodge6Camera13setProjectionEff [315]
                0.00    0.00       1/1           _GLOBAL__sub_I__ZN5Dodge7TextureC2EPKc [316]
                0.00    0.00       1/1           _GLOBAL__sub_I__ZN5Dodge8Renderer15m_shaderProgIdsE [317]
                0.00    0.00       1/1           _GLOBAL__sub_I__ZN5Dodge5WinIO9m_displayE [314]
                0.00    0.00       1/1           _GLOBAL__sub_I_win [318]
-----------------------------------------------
                0.00    0.00       1/4           boost::shared_ptr<Dodge::Camera>::operator=(boost::shared_ptr<Dodge::Camera> const&) [61]
                0.00    0.00       1/4           boost::shared_ptr<Dodge::Camera>::operator=(boost::shared_ptr<Dodge::Camera>&&) [53]
                0.00    0.00       2/4           Dodge::Graphics2d::init(int, int) [28]
[59]     0.0    0.00    0.00       4         boost::shared_ptr<Dodge::Camera>::~shared_ptr() [59]
                0.00    0.00       6/4689268     boost::detail::shared_count::~shared_count() [4]
                0.00    0.00       2/2           boost::detail::sp_counted_impl_p<Dodge::Camera>::~sp_counted_impl_p() [277]
                0.00    0.00       2/3114        boost::detail::sp_counted_base::destroy() [119]
-----------------------------------------------
                0.00    0.00       1/1           Dodge::Graphics2d::init(int, int) [28]
[60]     0.0    0.00    0.00       1         Dodge::Renderer::attachCamera(boost::shared_ptr<Dodge::Camera>) [60]
                0.00    0.00       1/1           boost::shared_ptr<Dodge::Camera>::operator=(boost::shared_ptr<Dodge::Camera> const&) [61]
-----------------------------------------------
                0.00    0.00       1/1           Dodge::Renderer::attachCamera(boost::shared_ptr<Dodge::Camera>) [60]
[61]     0.0    0.00    0.00       1         boost::shared_ptr<Dodge::Camera>::operator=(boost::shared_ptr<Dodge::Camera> const&) [61]
                0.00    0.00       1/4           boost::shared_ptr<Dodge::Camera>::~shared_ptr() [59]
                0.00    0.00       1/2           boost::shared_ptr<Dodge::Camera>::shared_ptr<Dodge::Camera>(boost::shared_ptr<Dodge::Camera> const&, boost::detail::sp_enable_if_convertible<Dodge::Camera, Dodge::Camera>::type) [64]
                0.00    0.00       1/2           boost::shared_ptr<Dodge::Camera>::swap(boost::shared_ptr<Dodge::Camera>&) [271]
-----------------------------------------------
                0.00    0.00      13/13          void std::vector<boost::shared_ptr<Dodge::Renderer::Model>, std::allocator<boost::shared_ptr<Dodge::Renderer::Model> > >::_M_insert_aux<boost::shared_ptr<Dodge::Renderer::Model> const&>(__gnu_cxx::__normal_iterator<boost::shared_ptr<Dodge::Renderer::Model>*, std::vector<boost::shared_ptr<Dodge::Renderer::Model>, std::allocator<boost::shared_ptr<Dodge::Renderer::Model> > > >, boost::shared_ptr<Dodge::Renderer::Model> const&) [39]
